Project Name,Project ID,Project Type,Extension Type,Extension Version,Hub ID,Root Folder ID,Self Link,Web View Link
TR1821_N00001505,b.2cb961f7-35bd-4930-b985-5bbbedf76488,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.N3-Nf6x_Sye2MIhH5X4ppw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.2cb961f7-35bd-4930-b985-5bbbedf76488,https://acc.autodesk.eu/docs/files/projects/2cb961f7-35bd-4930-b985-5bbbedf76488
TR1232_N00001512,b.2c02a737-a0f8-4a8e-9749-decd074df2cb,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.L4plWN4BSQmOdN4VkliLbg,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.2c02a737-a0f8-4a8e-9749-decd074df2cb,https://acc.autodesk.eu/docs/files/projects/2c02a737-a0f8-4a8e-9749-decd074df2cb
S004_N00001616,b.4fbe453d-6244-4a9a-a6d5-b0d960a5306b,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.VtCtPYh2Qdm3wGngCOZnGQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.4fbe453d-6244-4a9a-a6d5-b0d960a5306b,https://acc.autodesk.eu/docs/files/projects/4fbe453d-6244-4a9a-a6d5-b0d960a5306b
TR1310_N00001626,b.4f91a94a-2b88-4f3c-a9f9-da79da6d3da0,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.C4CraHuzTGiRToGsFlFL1w,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.4f91a94a-2b88-4f3c-a9f9-da79da6d3da0,https://acc.autodesk.eu/docs/files/projects/4f91a94a-2b88-4f3c-a9f9-da79da6d3da0
TR1570_N00001729,b.aef59025-fca6-4a3c-bcda-a3ac1ddc317f,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.T6H-67qXSjyb4ugz0eLQ-A,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.aef59025-fca6-4a3c-bcda-a3ac1ddc317f,https://acc.autodesk.eu/docs/files/projects/aef59025-fca6-4a3c-bcda-a3ac1ddc317f
S024_N00001738,b.041576b6-40ca-43e3-a71f-4c9eb9b175ed,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.DlLKWtJ-S2Knbw4oSTXCxA,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.041576b6-40ca-43e3-a71f-4c9eb9b175ed,https://acc.autodesk.eu/docs/files/projects/041576b6-40ca-43e3-a71f-4c9eb9b175ed
TR1890_N00001633,b.ee7ef4a2-1de8-43c7-afdc-116414a768d6,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.rs0cnF9_RPynaBFPRCc5uA,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.ee7ef4a2-1de8-43c7-afdc-116414a768d6,https://acc.autodesk.eu/docs/files/projects/ee7ef4a2-1de8-43c7-afdc-116414a768d6
TR1090_N00000610,b.f6f55f1e-f7a5-47f2-b7f6-fcc120a05eaa,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.sf3Hn-x-R3Wr0-KMgFKK4w,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.f6f55f1e-f7a5-47f2-b7f6-fcc120a05eaa,https://acc.autodesk.eu/docs/files/projects/f6f55f1e-f7a5-47f2-b7f6-fcc120a05eaa
TR1470_N00000714,b.82f69d1f-537d-403c-90fb-c5735d2f458b,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.6-8o-agmS4iaWnXcIzSVNw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.82f69d1f-537d-403c-90fb-c5735d2f458b,https://acc.autodesk.eu/docs/files/projects/82f69d1f-537d-403c-90fb-c5735d2f458b
TR1474_N00000715,b.22e06e7e-e474-4206-b0e7-8d0c8dcd0b14,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.3726sC3nS0W5o7Gd3JnjlQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.22e06e7e-e474-4206-b0e7-8d0c8dcd0b14,https://acc.autodesk.eu/docs/files/projects/22e06e7e-e474-4206-b0e7-8d0c8dcd0b14
TR1272_N00000609,b.b6b679f9-0cec-4561-afce-92a41af1ff5c,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.o9cClxPGR-Ol4VyDVwqlUA,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.b6b679f9-0cec-4561-afce-92a41af1ff5c,https://acc.autodesk.eu/docs/files/projects/b6b679f9-0cec-4561-afce-92a41af1ff5c
TR1430_N00000713,b.8c15c505-c702-4b93-a722-5fae5abfe1be,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.nVrqamDkQ4OeTkvZPds01g,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.8c15c505-c702-4b93-a722-5fae5abfe1be,https://acc.autodesk.eu/docs/files/projects/8c15c505-c702-4b93-a722-5fae5abfe1be
TR1600_N00001055,b.a882f565-2f97-4527-9d8c-c927e6d010c5,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.awvVT8LPQ9WorL4jHKBMlQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.a882f565-2f97-4527-9d8c-c927e6d010c5,https://acc.autodesk.eu/docs/files/projects/a882f565-2f97-4527-9d8c-c927e6d010c5
TR1500_N00000778,b.5ff59f96-ed33-4077-afbf-26abe434d8c0,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.zb4ZbsJUTZOZxvHkWISwWw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.5ff59f96-ed33-4077-afbf-26abe434d8c0,https://acc.autodesk.eu/docs/files/projects/5ff59f96-ed33-4077-afbf-26abe434d8c0
TR1570_N00000601,b.f5dc4c23-2d63-4735-ba9a-897e46045fac,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.kqy8vTIGTyqSHCDeFW9T5A,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.f5dc4c23-2d63-4735-ba9a-897e46045fac,https://acc.autodesk.eu/docs/files/projects/f5dc4c23-2d63-4735-ba9a-897e46045fac
TR2060_N00000686,b.a01af773-f17d-4f80-9576-75af7f65b60b,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.odB_Je1CRBSgNqQe7YVXMg,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.a01af773-f17d-4f80-9576-75af7f65b60b,https://acc.autodesk.eu/docs/files/projects/a01af773-f17d-4f80-9576-75af7f65b60b
TR1440_N00000944,b.2d323a7a-a595-4754-8e4e-1356048b6f6d,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.yQc38AHVQG2yvGd6siE9jA,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.2d323a7a-a595-4754-8e4e-1356048b6f6d,https://acc.autodesk.eu/docs/files/projects/2d323a7a-a595-4754-8e4e-1356048b6f6d
TR1650_N00001008,b.a224277d-409b-4178-b526-20ca7594718e,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.GrPcgGtbS_aMnWf2wUoZMw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.a224277d-409b-4178-b526-20ca7594718e,https://acc.autodesk.eu/docs/files/projects/a224277d-409b-4178-b526-20ca7594718e
XXXX_N00000800,b.9444662c-7e6c-45cb-aa20-4fda6f983c89,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.RDqqiXEhRba2c9wp6fqrGg,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.9444662c-7e6c-45cb-aa20-4fda6f983c89,https://acc.autodesk.eu/docs/files/projects/9444662c-7e6c-45cb-aa20-4fda6f983c89
S153_N00001744,b.f98d8dcc-23cb-4bd3-83b2-8014d2a3b4f3,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co._bKQMUOzR4uJyDzVfLk1Mg,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.f98d8dcc-23cb-4bd3-83b2-8014d2a3b4f3,https://acc.autodesk.eu/docs/files/projects/f98d8dcc-23cb-4bd3-83b2-8014d2a3b4f3
S154_N00001745,b.3dabe22c-d470-4330-b2ae-c846c06a22ca,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.AvNETDa_Tx-uXOrDoiGe3A,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.3dabe22c-d470-4330-b2ae-c846c06a22ca,https://acc.autodesk.eu/docs/files/projects/3dabe22c-d470-4330-b2ae-c846c06a22ca
XXXX_N00001714,b.02ffeb07-c4cf-4bd6-8f40-0178d101883a,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.NyWRHYgARIuncz2pBvsb1w,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.02ffeb07-c4cf-4bd6-8f40-0178d101883a,https://acc.autodesk.eu/docs/files/projects/02ffeb07-c4cf-4bd6-8f40-0178d101883a
TR1151_N00000845,b.be480b9b-2dad-438e-bce7-aefb3c853faa,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.H-McheB7TdGPPAdMfjeMWQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.be480b9b-2dad-438e-bce7-aefb3c853faa,https://acc.autodesk.eu/docs/files/projects/be480b9b-2dad-438e-bce7-aefb3c853faa
TR1851_N00000941,b.e53533f7-2b20-4cf9-8225-b15677c35cc0,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.r5wL40-RQgCw8kcqUjddaQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.e53533f7-2b20-4cf9-8225-b15677c35cc0,https://acc.autodesk.eu/docs/files/projects/e53533f7-2b20-4cf9-8225-b15677c35cc0
TR1150_N00000885,b.dd106d45-d160-45a4-b808-e01462b966ed,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.7aweoxxMRv-GrTjAzEo3xw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.dd106d45-d160-45a4-b808-e01462b966ed,https://acc.autodesk.eu/docs/files/projects/dd106d45-d160-45a4-b808-e01462b966ed
TR1010_N00000964,b.877c4ba8-5593-4f11-82a1-cacaf948b33d,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.VhuxRU55S5enakZaRJ56mQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.877c4ba8-5593-4f11-82a1-cacaf948b33d,https://acc.autodesk.eu/docs/files/projects/877c4ba8-5593-4f11-82a1-cacaf948b33d
TR1011_N00000981,b.9ab9da63-9b36-4462-acb3-e041b18d9cca,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.7CnolydKRtODce863AWwtg,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.9ab9da63-9b36-4462-acb3-e041b18d9cca,https://acc.autodesk.eu/docs/files/projects/9ab9da63-9b36-4462-acb3-e041b18d9cca
TR2040_N00000697,b.ec8ffe8e-28e6-48f8-a597-d74c2aa12329,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.Cw0z4tQ1SomqnDiqpd583w,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.ec8ffe8e-28e6-48f8-a597-d74c2aa12329,https://acc.autodesk.eu/docs/files/projects/ec8ffe8e-28e6-48f8-a597-d74c2aa12329
TR1200_N00000666,b.59d2df10-7f66-4a94-8dc6-a9947a0a70fc,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.X1WEkl5OTme0FoHNh9IWSw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.59d2df10-7f66-4a94-8dc6-a9947a0a70fc,https://acc.autodesk.eu/docs/files/projects/59d2df10-7f66-4a94-8dc6-a9947a0a70fc
TR1270_N00001076,b.a1f46cd0-54ec-498a-87cb-246df6b36225,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.SZnGhesETd2w6bxQArJbqQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.a1f46cd0-54ec-498a-87cb-246df6b36225,https://acc.autodesk.eu/docs/files/projects/a1f46cd0-54ec-498a-87cb-246df6b36225
TR1504_N00001638,b.2fa3203e-89c3-49c3-9973-0c91bbf6f8ae,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.OL2o7AbyTYqmKvivs056Hw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.2fa3203e-89c3-49c3-9973-0c91bbf6f8ae,https://acc.autodesk.eu/docs/files/projects/2fa3203e-89c3-49c3-9973-0c91bbf6f8ae
TR1500_N00001411,b.401c3e93-8972-472d-bbfc-5df88baac579,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.ugxorJHpSBKFacz7WH_ILQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.401c3e93-8972-472d-bbfc-5df88baac579,https://acc.autodesk.eu/docs/files/projects/401c3e93-8972-472d-bbfc-5df88baac579
TR1500_N00000777,b.e8b4cd1c-5a8e-48d1-bc5d-0f552d202c58,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.vTnIX8lDTKac1Lryb38YDQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.e8b4cd1c-5a8e-48d1-bc5d-0f552d202c58,https://acc.autodesk.eu/docs/files/projects/e8b4cd1c-5a8e-48d1-bc5d-0f552d202c58
TR1020_N00000973,b.7decfd13-ddd1-424e-98d8-ee4be5906e83,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.nGCU2WEfQveDKEN-0OtyNg,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.7decfd13-ddd1-424e-98d8-ee4be5906e83,https://acc.autodesk.eu/docs/files/projects/7decfd13-ddd1-424e-98d8-ee4be5906e83
TR1160_N00000774,b.7e9dd8e9-3631-42b7-9cf8-32d01507b180,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.324FLiY2SU-eVAQ4RiHDqA,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.7e9dd8e9-3631-42b7-9cf8-32d01507b180,https://acc.autodesk.eu/docs/files/projects/7e9dd8e9-3631-42b7-9cf8-32d01507b180
Demo_Dokumentenliste,b.f8278feb-1f76-414a-85ac-cc8865c6dea4,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.VzP8cosjTamHqm9SQPeb3w,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.f8278feb-1f76-414a-85ac-cc8865c6dea4,https://acc.autodesk.eu/docs/files/projects/f8278feb-1f76-414a-85ac-cc8865c6dea4
S034_N00001481,b.c261d906-4979-4d49-bf86-7ff00ae9c59c,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.zSwxv_P-Tj2q9YvlOy6img,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.c261d906-4979-4d49-bf86-7ff00ae9c59c,https://acc.autodesk.eu/docs/files/projects/c261d906-4979-4d49-bf86-7ff00ae9c59c
S090_N00001476,b.eb2259db-7a4a-4838-8c02-26f23513bb9e,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.mFmDOgGaQvaC6cloHo_W6w,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.eb2259db-7a4a-4838-8c02-26f23513bb9e,https://acc.autodesk.eu/docs/files/projects/eb2259db-7a4a-4838-8c02-26f23513bb9e
S044_N00001351,b.e08372bb-bf83-4713-b0eb-6769b05ea1bb,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.e53Cn3cfSrCcz7Rn1TRSyw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.e08372bb-bf83-4713-b0eb-6769b05ea1bb,https://acc.autodesk.eu/docs/files/projects/e08372bb-bf83-4713-b0eb-6769b05ea1bb
S081_N00001708,b.2f2d01a8-6cb9-48ba-bb4e-23baf93ebdec,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.Wn416g_LSXuz6Eu_08Jmpg,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.2f2d01a8-6cb9-48ba-bb4e-23baf93ebdec,https://acc.autodesk.eu/docs/files/projects/2f2d01a8-6cb9-48ba-bb4e-23baf93ebdec
S018_N00001709,b.6b5e0a9d-4cac-4817-ba57-5ee108214514,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.q4KXSvDhSFe8NbAjaCs6-Q,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.6b5e0a9d-4cac-4817-ba57-5ee108214514,https://acc.autodesk.eu/docs/files/projects/6b5e0a9d-4cac-4817-ba57-5ee108214514
TR1550_N00001051,b.7656c02d-5cd3-4388-bf9a-175fc25948bc,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.JP9HULguR7Wc4WGmoKjaTw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.7656c02d-5cd3-4388-bf9a-175fc25948bc,https://acc.autodesk.eu/docs/files/projects/7656c02d-5cd3-4388-bf9a-175fc25948bc
XXXX_N00001621,b.f3e38468-ac50-4207-b5dc-1ee6c82abc9a,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.nCqVsQdJTUK4cQX3LtTizQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.f3e38468-ac50-4207-b5dc-1ee6c82abc9a,https://acc.autodesk.eu/docs/files/projects/f3e38468-ac50-4207-b5dc-1ee6c82abc9a
XXXX_N00000731,b.cde75618-37fd-49a2-962c-bd0bedf85bfc,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co._JZ1ociMRd2ePLAQOmqEpg,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.cde75618-37fd-49a2-962c-bd0bedf85bfc,https://acc.autodesk.eu/docs/files/projects/cde75618-37fd-49a2-962c-bd0bedf85bfc
XXXX_N00001692,b.951eefc5-5a96-431f-9306-a8ca0939fd3b,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.oICeg1IkQUikkZE0j-UTEg,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.951eefc5-5a96-431f-9306-a8ca0939fd3b,https://acc.autodesk.eu/docs/files/projects/951eefc5-5a96-431f-9306-a8ca0939fd3b
XXXX_N00000740,b.55e74af0-41a1-44bd-99bc-8bf028322bad,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.8uzqWSH0RvajMNa5IdXyNw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.55e74af0-41a1-44bd-99bc-8bf028322bad,https://acc.autodesk.eu/docs/files/projects/55e74af0-41a1-44bd-99bc-8bf028322bad
TR1441_N00000776,b.49f9c0c0-d738-4b9c-822b-9a7d730e8f99,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.4rTgHHzHR2SgAuKdhpnkew,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.49f9c0c0-d738-4b9c-822b-9a7d730e8f99,https://acc.autodesk.eu/docs/files/projects/49f9c0c0-d738-4b9c-822b-9a7d730e8f99
XXXX_N00000789,b.6e57eae7-24b1-4633-84ad-e69609a99b6b,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.dtE1tTvnQea1fhPal82nNw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.6e57eae7-24b1-4633-84ad-e69609a99b6b,https://acc.autodesk.eu/docs/files/projects/6e57eae7-24b1-4633-84ad-e69609a99b6b
XXXX_N00001685,b.be8c9340-c6a4-47c3-ad32-d420af6ce1e9,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.SUn0v5qpTIyOUhjetQ4TRQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.be8c9340-c6a4-47c3-ad32-d420af6ce1e9,https://acc.autodesk.eu/docs/files/projects/be8c9340-c6a4-47c3-ad32-d420af6ce1e9
XXXX_N00000659,b.5753c2b3-2578-4d26-aad1-bdef9dd918c9,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.lMoMcRYST662vc1SA-LZ7Q,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.5753c2b3-2578-4d26-aad1-bdef9dd918c9,https://acc.autodesk.eu/docs/files/projects/5753c2b3-2578-4d26-aad1-bdef9dd918c9
